Date,SSE PLC,Orsted,Iberdrola SA,E.ON SE,Siemens Gamesa Renewable Energy S.A.,Duke Energy,Endesa S.a.,Enel spA,Engie SA,General Electric Company,ABB ltd,Alliant Energy corp,China Longyuan power group corp,nextera energy inc,Siemens AG,RWE AG,SKF AB,Verbund AG,NextEra Energy partners LP,Koninklijke DSM N.V.,SP 500,portfolio,SP 500 values,portfolio values,portfolio values R,SP 500 values R
2017-06-26,-0.036472149,-0.024236447,-0.019377652,-0.073704285,0.008358102,-0.027570963,-0.093279429,-0.041649653,-0.050305426,-0.020311951,-0.019685039,-0.030880651,-0.013888889,-0.021028336,-0.0323532,-0.088012931,-0.066703102,-0.014505893,-0.043444429,-0.037216339,-0.004439089,-0.04,260.55,299.9711271,211.4005997,147.88
2017-06-19,0.02585034,-0.020806222,-0.015320334,0.006662902,-0.05358505,-0.013541428,0.008157715,-0.004471545,-0.007135212,-0.049310346,0.001577287,-0.017306757,0.017667845,0.00210028,0.004572864,-0.049462259,0.005497526,-0.026764706,0.100142128,-0.00869826,-0.005599652,0,261.71,311.597915,213.2954433,148.25
2017-06-12,-0.016722408,0.039189209,0.004195804,0.007853403,-0.020494877,0.016565562,-0.004736085,0.004491629,0.006101938,0.03793841,0.000394477,0.022297674,-0.045531197,0.018539589,-0.036885119,0.026819338,-0.011950092,0.010401129,0.0008543,0.009232632,0.005341893,0,263.19,313.0720655,213.0939171,148.54
2017-06-05,0.006734007,0.01300475,0.000419757,0.12195122,0.007808514,-0.006490496,0.00567022,0.03551797,0.031851852,0.002152106,-0.01744186,-0.013626679,0.011945392,-0.017307854,-0.002590814,0.082704281,0.012094624,-0.016081813,0.022714007,-0.015790258,-0.002582089,0.01,261.79,312.0025936,217.6198873,149.07
2017-05-29,-0.022383147,0.033239124,0.020125607,0.040249734,-0.024330254,0.014223581,0.00547325,-0.016222962,0.019637462,0.015664786,0.032,0.01136366,-0.008460237,0.01421363,0.027176244,0.036197545,0.030011256,0.053279886,-0.006078119,0.014661427,0.009432783,0.01,262.47,307.9189885,219.8497009,151.14
2017-05-22,0.006626905,0.017632221,0.010237924,0.018673884,0.003452478,0.020391028,0.032250424,0.0264731,-0.017804154,-0.021390298,-0.003189793,0.04050317,0.001694915,0.024910891,-0.017812975,0.036083999,-0.011751489,-0.001844328,0.028273841,0.000151172,0.009143299,0.01,260.02,303.5173425,221.8699187,148.9
2017-05-15,0.04501385,-0.011735483,0.025887574,0.027816412,-0.028975049,-0.001317681,0.012634088,0.025843189,-0.023188406,-0.007782121,0.013333333,0.003534436,-0.005059022,0.012836503,-0.015539067,0.086020815,-0.01920966,0.016562438,0.00810069,0.003793627,-0.003245938,0.01,257.66,300.6080143,219.4576083,151.99
2017-05-08,0.014044944,0.029659487,-0.019721578,0.01668552,0.024785227,0.006025548,-0.071697237,-0.002621232,-0.002169197,-0.03251196,-0.006423123,-0.01123315,0.017152659,0.009082141,-0.014802034,0.011896249,-0.046073314,0.049180328,-0.020282128,-0.004531722,0.002670446,0,258.5,298.0955094,224.1244322,152.57
2017-05-01,0.02372394,0.015241658,0.04453196,-0.01132392,0.027224655,0.005818182,0.044372498,0.04903758,0.067953668,0.00793374,0.012601626,0.018819964,-0.026711185,0.005765229,0.007794268,0.008060288,-0.018499516,-0.020237713,-0.018181875,0.008070656,0.004105962,0.01,257.81,298.8958714,228.5612556,152.7
2017-04-24,-0.037370242,0.007490637,0.013820639,-0.002788234,0.017179436,0.003527551,0.005343866,0.041527446,0.012905749,-0.018950947,0.054888508,-0.016015991,-0.003327787,0.00405948,0.042752851,0.010997747,0.101925251,-0.008914358,0.068784828,0.017981708,0.00636672,0.02,256.76,295.1767083,227.3931,151.41
2017-04-17,-0.033444816,-0.048128342,-0.026315789,-0.011983471,-0.01065444,-0.004601041,-0.031721035,-0.031885397,-0.028864413,-0.000338281,0.030490499,0.008581525,-0.025931929,0.017205781,-0.006086187,-0.041650794,0.000566606,-0.048181818,-0.008562783,-0.013759364,0.011084073,-0.02,255.13,290.5880593,229.742524,152.35
2017-04-10,0.00537996,0.023722628,-0.011966317,-0.017192365,0.028168962,0.00401167,0.001803065,-0.016363636,-0.021189591,-0.014338094,-0.028338343,-0.002015164,0.003252033,0.014271404,-0.013881852,-0.003101462,-0.00338795,0.029319961,-0.018901919,0.006462533,-0.003271815,0,252.33,295.2420406,226.5083747,151.88
2017-04-03,0.007452575,0.018966181,0.009545116,-0.003372909,-0.146482598,0.003048409,0.007035769,-0.003171726,0.012801205,0.006375793,-0.004700855,0.002272153,0.018211921,0.004362359,0.001702075,0.018764509,-0.001128015,0.026577073,0.006036855,0.024917205,4.25E-05,0,253.16,295.7490207,228.4768747,154.09
2017-03-27,-0.018617021,0.014716958,0.033924441,0.025031116,0.018825085,-0.011808652,0.041853913,0.029384328,0.055643879,0.002691822,0.005154639,-0.012219377,-0.044303797,-0.033358493,0.031622273,0.026679907,-0.010050268,-0.016687657,0.016881491,0.012939297,0.007319609,0.01,253.15,295.6128452,228.7176562,153.16
2017-03-20,0,0.027530074,0.006050264,0.021616276,0.009848832,0.014051808,0.023475315,0.018527316,0.008012821,-0.005354712,0.000429738,0.013650075,-0.029185868,0.019734378,-0.001367406,0.032891138,-0.011589354,-0.008739076,-0.027752792,0.004331782,-0.013304088,0.01,251.31,293.145965,227.6863557,152.81
2017-03-13,0.000665336,0.023412675,0.023174603,-0.000564812,0.010882195,0.014880952,0.014236573,0.007177033,-0.006369427,-0.013210095,0.027826855,0.024605024,-0.010638298,0.001307089,0.009697147,0.05825313,0.034837183,-0.011111172,0.094382655,-0.017341952,-0.004373214,0.01,254.7,291.4531959,233.9671701,155.82
2017-03-06,-0.023391813,-0.001980198,-0.005995582,-0.056865095,-0.000694216,-0.015504822,0.012425447,0.011616651,-0.018366549,0.005312114,-0.006145742,-0.014799643,-0.042212518,-0.005657553,-0.014889191,-0.010738063,-0.005678592,0.064039475,-0.017960199,0.023064516,0.000420643,-0.01,255.82,287.3427196,237.7892043,154.31
2017-02-27,-0.005171299,-0.000395907,0.009235669,0.049036044,0.025872299,-0.000610054,0.011818004,0.033,0.13986637,-0.002318694,0.010199557,-0.008350228,0.023845007,-0.001221778,0.023250102,0.056736516,0.037713666,0.01263718,0.012666417,0.009771987,0.002530496,0.02,255.71,289.1414916,238.0465862,156.77
2017-02-20,0.015091864,-0.018266546,0.04249668,0.014024649,0.031586729,0.045941807,-0.003258195,-0.00990099,0.013086643,-0.00592687,-0.011831727,0.037815072,-0.010324484,0.032319155,0.012978397,0.001439394,0.01313431,0.001665556,0,0.006392395,0.008592475,0.01,255.07,282.9507989,236.5077873,156.16
2017-02-13,-0.008458035,-0.008477888,0.00466978,-0.005774648,-0.003902439,0.003329065,0.012690355,-0.001976285,-0.008057296,0.021870794,-0.002622378,0.005810908,0.03196347,0.011078345,0.005595677,0.02175091,-0.000596694,0.013162335,-0.020985691,0.017511674,0.009966886,0,252.89,280.0319719,228.2924368,147.75
2017-02-06,0.038513514,0.029761905,0.023732286,0.013561742,0.023976024,0.005795235,0.018087907,0.033707865,0.008122744,0.000673409,-0.031739314,0.001057668,0.010769231,0.010144111,0.01360044,0.055473856,-0.026147588,-0.037987013,-0.004746804,-0.003324468,0.016773735,0.01,250.4,278.797152,231.2425518,151.67
2017-01-30,-0.008042895,-0.028901734,-0.003911565,-0.037906881,0.027456965,0.00922797,-0.000258331,-0.004575496,-0.013796173,-0.010329858,-0.008392782,0.025210112,0.017214397,0.023399488,-0.008232247,-0.023767746,-0.026583693,0,0.146173377,-0.009548897,0.006064557,0,246.27,276.2688398,231.1323905,150.82
2017-01-23,-0.009296149,-0.003838772,-0.021142001,-0.010599266,0.01299714,-0.005043321,-0.002319588,-0.049758454,-0.034379029,-0.017032428,0.046093064,-0.012580353,-0.034743202,0.017692436,0.020305697,-0.02046875,0.044917294,0.006535948,-0.012535817,0.034400545,0.006190621,0,244.78,275.3816426,237.7138902,154.04
2017-01-16,-0.030264005,-0.007619048,-0.009889567,0.032117812,-0.02360406,0.001554203,-0.022916142,-0.005763689,-0.002999143,-0.026466905,0.013345196,-0.003467618,0.045813586,0.001763965,0.006135972,0.028773509,-0.002946376,0.01526211,0.023460373,0.006858711,-0.003963924,0,243.28,276.082824,238.6298082,152.93
2017-01-09,0.008441558,-0.013157895,0.010661336,0.067205508,0.018614323,-0.003613369,-0.009478673,0.000480538,-0.040296053,-0.007908902,0.040740741,-0.008200979,-0.014018692,0.003371294,-0.000283912,0.047394562,0.008917955,-0.004952129,0.021340398,-0.006473595,0.002605299,0.01,244.24,275.543463,242.9938091,155.38
2017-01-02,-0.008370895,-0.005979096,-0.03705486,-0.002835821,-0.013265306,-0.001674826,-0.003975155,-0.006208214,0.00330033,0.000316509,0.025154248,-0.002375297,0.059405941,-0.006780512,-0.001434708,0.006694915,0.003579898,-0.000659848,0.045810413,0.030547753,0.013107896,0,243.61,273.9166173,243.2613354,157.81
2016-12-26,-0.000643501,0.00450455,0.015640274,0.008580461,0.034300737,0,-0.029886766,0.016504854,0.00622665,-0.008782976,0.001425856,0.00079234,0.052083333,0.001929011,0.012702279,0.01531578,0.00299222,0.086379928,0.009486245,-0.003150158,-0.009658446,0.01,240.46,272.7683244,245.9159267,159.27
2016-12-19,0.024390244,0.082926805,0.022829528,0.021528525,0.043214971,0.013448231,0.028507734,0.024365987,-0.006597938,0.004094488,0.003816794,0.006647168,-0.025380711,0.002775475,-0.005149955,0.02595339,-0.017058788,0.034866469,0.055486027,0.010433245,0.000798155,0.02,242.8,269.7151341,243.9101948,159.52
2016-12-12,0.016756032,0.016109021,0.030037762,0.007436096,0.016792667,0.010155632,0.017145739,0.01412002,0.015919564,-0.000943952,-0.000953289,0.021178359,-0.064873418,0.020688506,0.006604111,0.007112376,-0.022988506,-0.014979905,-0.053317575,0.008740635,-0.003182325,0,242.61,265.0620012,247.4571223,162.38
2016-12-05,0.00947226,0.03461541,0.040542954,0.058370225,-0.048975246,0.032688641,0.027727391,0.035509138,0.03467707,0.014039569,0.01795245,0.023339815,0.025974026,0.018180158,0.086018962,-0.029508197,0.019929624,-0.010484454,-0.001577326,-0.001780627,0.023755656,0.02,243.38,264.3912423,247.4920062,161.93
2016-11-28,0.009562842,-0.037828935,-0.020297463,-0.012307692,-0.016492147,-0.012508406,-0.005155968,0.0251606,-0.000866176,-0.003180634,-0.004347826,-0.009903604,0.045840407,-0.003049843,-0.015051118,-0.013197105,0.025240458,-0.001444043,-0.042296035,-0.037037037,0.002358509,-0.01,237.74,259.3760527,250.4064872,164.09
2016-11-21,0.015256588,-0.027977618,0.014017033,0.015457984,0.008714075,0.010190217,0.080802452,0.033185841,0.025766326,0.025105912,0.000483325,0.019921409,0.02972028,0.005872627,0.007625201,-0.005251122,0.036114494,-0.051369863,0.048712871,0.023876404,0.001498987,0.02,237.18,261.0619875,251.2075827,163.18
2016-11-14,-0.027646662,0.019975515,-0.013823272,-0.035680304,0.0446896,-0.021796917,-0.006917543,-0.006593407,-0.039675768,-0.001302523,-0.032273152,0.007918495,0.001751313,0.004844073,-0.016722068,-0.04628433,0.017099507,-0.067092652,0.02851328,0.021704036,0.016436576,-0.01,236.82,256.9985268,255.2515878,165.77
2016-11-07,-0.056015277,-0.02658729,-0.050664452,-0.0028463,-0.090795038,-0.026271515,-0.0323962,-0.046621268,-0.080423696,0.079817223,0.048039216,-0.039913139,-0.048333333,-0.078259458,0.068753516,-0.107876342,0.08971705,0.045773471,-0.072534948,0.002517533,0.016138879,-0.02,232.99,259.1927591,246.9259879,162.76
2016-10-31,-0.010081916,-0.056179775,-0.033087054,-0.05258427,-0.054092619,-0.018419715,-0.036626309,-0.031456114,-0.043168168,-0.026694046,-0.010669253,-0.01074397,0.006711409,-0.020281587,-0.019611068,-0.014837427,-0.052941216,0.040681502,-0.043022451,-0.048262879,0.002822823,-0.03,229.29,264.8191091,252.4162177,164.47
2016-10-24,-0.006883605,-0.008540617,0.006628941,-0.015486726,-0.018169066,0.008972058,0.014390318,0.000507614,0.001880406,0.008281529,-0.077404922,0.004316159,-0.085889571,0.016328543,-0.029246577,0.008447881,-0.005847914,-0.039412158,-0.036908044,-0.039454217,-0.010889274,-0.01,228.65,272.1028525,247.421598,161.18
2016-10-17,0.032299742,0.008614187,0.030833333,-0.004259069,0.034956606,0.010490869,0.009508769,0.027111575,0.010258359,0.003115248,0.000447628,0.002704869,0.026771654,-0.002580021,0.012110266,0.000644745,0.04836506,0.020102215,0.062130101,0.023729384,0.01181841,0.02,231.16,276.1552929,250.1646617,163.29
2016-10-10,0.021108179,0.00754717,0.025290499,0.083717969,-0.003603219,0.008358365,0.02908399,0.016967126,0.006500956,-0.006533653,-0.016725352,0.011767925,-0.030534351,0.018810613,0.00491952,0.041794164,-0.012777364,-0.007775524,-0.00624763,0.005414552,-0.017487042,0.01,228.46,271.307629,251.9751191,164.69
2016-10-03,-0.033163265,-0.036363636,-0.033046927,-0.002540086,-0.033209474,-0.043353323,-0.035901468,-0.049395161,-0.051849166,-0.018230899,0.009329187,-0.046202035,0.03968254,-0.004741694,0.002729885,-0.128803641,0.004051256,0.051546392,-0.027171971,-0.017619681,0.001761076,-0.02,232.53,268.6601985,255.0037231,166.56
2016-09-26,0.022164276,0.026119403,0.010350584,-0.018847352,0.005604904,-0.03005332,0.007125891,-0.001007049,-0.004691447,-0.009033178,-0.006181015,-0.044876588,-0.103840683,-0.03495069,-0.014164306,0.029175589,0.041490922,0.036095764,-0.041466792,-0.00660502,0.007188172,-0.01,232.12,274.9039991,253.9365316,165.63
2016-09-19,0.009210526,-0.003717472,0.010288413,0.008007537,0.002810304,0.036553197,0.022396059,0.02371134,0.020250368,0.007075469,0.031890661,0.043715873,0.055555556,0.027813818,0.018200698,0.04510805,0.02597396,-0.02688172,0.032554848,0.031686542,0.003889232,0.02,230.46,276.8083034,244.6551852,158.54
2016-09-12,-0.01618123,-0.008843014,-0.018864802,-0.115416912,0.026442357,0.021295702,-0.005901181,-0.041975309,-0.069544365,-0.014280951,-0.00992332,0.034454857,-0.055319149,0.020354129,-0.004736751,-0.03962657,-0.016323549,0.001795332,-0.022145329,-0.040536123,-0.01354346,-0.02,229.57,271.0856311,244.3749525,157.28
2016-09-05,-0.002582311,0.007050071,0.00432109,-0.015191757,-0.018636518,-0.028539382,0.000536769,0.003468781,-0.001368457,-0.037711717,-0.001800991,-0.027741351,0.091331269,-0.018435768,-0.033820266,-0.009381238,-0.028945636,-0.005357143,-0.023648649,-0.043464665,-0.009296144,-0.01,232.72,276.2694992,246.2536538,156.23
2016-08-29,0.019078947,-0.01857249,0.02086868,0.00753154,0.023418688,0.004004004,0.010303579,0.014580191,0.019888346,0.001921186,0.016941392,0.007647706,-0.06512301,0.012415655,0.009426038,0.015540541,0.006241394,0.051445738,-0.028871391,0.029288703,4.58E-05,0.01,234.91,278.9180755,245.3741104,155.59
2016-08-22,-0.000657462,0.023099896,0.006145442,0.006480021,0.047811791,-0.021187998,0.007100055,0.022622108,0.000698324,-0.000639974,-0.009972801,-0.023686972,0.016176471,-0.027662264,0.005631159,0.025712108,0.009803879,-0.031988368,-0.012633657,0.011393229,-0.000777916,0,234.9,276.7322308,250.4598461,158.08
2016-08-15,-0.021864952,-0.006294009,-0.038095238,-0.063008365,-0.007781175,-0.022038567,-0.026063831,-0.05214425,-0.033738192,0.00032009,-0.000453104,-0.017703616,0.027190332,-0.013486868,-0.006063433,-0.066144586,0.005633824,-0.005782436,-0.012159968,-0.007431341,-0.002556014,-0.02,235.08,275.9836942,252.8045471,158.77
2016-08-08,0.011053316,-0.02137679,0.010620644,-0.048091524,0.008097166,-0.008785468,-0.004237288,0.002442599,0.013679891,-0.001278754,0.036150235,0.003808124,-0.017804154,0.006349742,0.050218469,0.023109522,0.060492953,0,0.025262467,0.018762344,0.004769516,0.01,235.68,281.1442327,246.7693202,156.83
2016-08-01,0.014511873,0.018450185,-0.019365338,-0.040995644,0.030239833,-0.015889707,0.004522426,-0.005828072,-0.00713073,0.004495812,0.002352941,-0.021366484,0.083601286,-0.017928102,0.054472578,-0.047192429,-0.012536961,-0.011079342,-0.02401537,0.061124694,0.005116627,0,234.56,278.795748,247.5082358,159.32
2016-07-25,-0.060136392,0.023027581,0.002446982,0.007693155,0.04069452,-0.010520231,0.020912548,0.022343595,-0.022244356,-0.028696182,0.016260163,-0.002478265,-0.029641186,-0.011709453,0.021182999,0.004690669,0.017254336,0.055849057,-0.015757958,-0.000349162,0.001338601,0,233.37,278.0943461,255.9922585,163.18
2016-07-18,0.01702396,0.044146619,0.027489105,-0.001157969,0.010970927,0.018605747,0.01237289,0.009018036,0.002329451,-0.024939187,0.0455,0.023851764,0.037216828,0.017479197,0.00747157,0.011800924,-0.036153289,0.023166023,0.016010247,0.012550822,0.00110896,0.01,233.06,277.3894659,258.3165969,165.99
2016-07-11,0.016666667,0.002766787,0.018436326,0.03429504,0.019575001,-0.012672945,-0.004107393,0.015776081,0.033356259,0.02111804,0.058201058,-0.028113416,-0.012779553,-0.018086602,0.05327378,0.053015466,0.037509377,0.037660256,0.011989598,0.065549068,0.014105014,0.02,232.8,273.6304179,263.236308,166.76
2016-07-04,-0.006369427,0.049792531,-0.033333333,0.009562598,0.027290892,0.004437697,0.020682002,-0.011569416,0.008321775,0.022546796,-0.050728277,0.003961377,-0.024922118,0.001541633,-0.026768205,0.037631395,-0.015509535,0.016286645,0.017139123,0.002454683,0.016577725,0,229.56,268.2200323,265.8715605,166.75
2016-06-27,0.105633803,0.004166667,0.124721604,0.065090159,0.087133104,0.038820818,0.106711902,0.104444444,0.07012987,0.056002709,0.001509054,0.028258657,0.059405941,0.047899772,0.019866667,0.142605493,-0.09249332,-0.024622716,0.053472259,0.023579436,0.051703365,0.05,225.82,267.5184807,261.6656843,161.94
2016-06-20,-0.036635007,-0.064327485,-0.072633391,0.005414246,-0.110555556,-0.006628103,-0.063441425,-0.104477612,-0.045679887,-0.025490196,-0.032603406,0.009509098,0.04302926,-0.010391655,-0.02458057,0.000801346,0.038274183,-0.024031008,0.024182005,-0.01259542,-0.039692084,-0.03,214.72,254.5088011,266.5621426,165.8
2016-06-13,-0.037230568,0.017857143,-0.017585391,0.003899308,0.072705538,0.021418021,-0.027331698,0.009542943,0.000354233,0.018641827,-0.006286267,-0.002051859,-0.021885522,0.010255996,-0.007337278,-0.02962675,-0.004158046,0.039484287,-0.023611042,-0.042922374,-0.002878345,0,223.59,261.2069382,266.9565601,161.41
2016-06-06,-0.005844156,0.00584609,-0.011532676,-0.032025628,-0.064920535,0.014485514,-0.017441751,-0.008959681,0.045168456,0.003339984,-0.012887828,0.01774996,0.008374183,0.016666633,-0.025681342,0.05574255,-0.008247402,0.032016632,0.007868233,-0.020572451,-0.013721358,0,224.24,261.5452143,267.7083158,154.58
2016-05-30,-0.002590674,0.03311044,-0.030936184,-0.016314016,0.005322129,0.026929982,-0.014192194,-0.019521718,-0.027367663,-0.005976064,-0.001905669,0.039902307,0.020531538,0.016355207,-0.028513238,0.01898946,-0.021519819,0.029537671,0.03496202,0.038454393,0.005279685,0,227.36,261.5563986,263.1232938,154.65
2016-05-23,0.005863192,0.009142403,0.016129032,0.069812141,0.014781126,0.012727273,0.018343524,0.027067669,0.043984962,0.018944501,0.031956735,0.025898079,0.027521954,0.004273829,0.043970063,0.038124186,-0.001343163,-0.005957447,0.00887279,0.020667425,0.024511465,0.02,226.16,260.3165382,261.3721106,151.62
2016-05-16,-0.001950585,0.032359517,-0.008323813,0.001325865,-0.012906846,-0.046675746,-0.015595075,-0.003994009,-0.003745318,-0.002699053,0.006930693,-0.026433457,0.01170091,-0.011841702,0.005816938,-0.062372771,0.022664752,-0.021648626,0.030826593,-0.000189573,-0.007592572,-0.01,220.75,254.8277987,265.7019493,158.86
2016-05-09,0.025333333,0.034883721,0.005085302,-0.014959092,0.017413704,0.017510708,-0.000820175,0.026652998,-0.001869159,-0.015936239,-0.019417476,0.018500566,0.037078685,0.019157803,0.00974983,0.027698745,0.031892274,-0.009075908,0.032167773,0.019126739,0.004322697,0.01,222.44,256.1952576,271.6545482,163.6
2016-05-02,-0.006622517,-0.024279544,-0.017408124,-0.070719392,0.036083878,0.007616146,-0.002454213,-0.01414856,-0.071180556,-0.020487831,-0.024159166,0.027084573,-0.011550433,0.007739377,0.011113658,-0.084080632,-0.045976932,0.019343987,0.002805108,-0.03360717,-0.010001452,-0.02,221.48,252.905287,267.5611271,156.06
2016-04-25,0.018893387,-0.016733601,0.011906704,-0.025376294,0.003264154,0.022984028,0.030345547,0.014871795,0.01017187,-0.000325085,0.015880654,0.020549899,-0.004752957,0.027437923,-0.047599738,0.026595326,0.00339213,0.015371477,-0.026510422,0.022137405,-0.003067926,0.01,223.72,256.950828,267.246321,160.53
2016-04-18,-0.028833552,-0.052531465,0.030593377,0.05334688,0.006871765,-0.037375,0.008786905,0.024159664,0.027387387,-0.008701244,0.050025265,-0.057427365,-0.044465558,-0.025461943,0.040876623,0.056354418,0.037297592,0.056859206,-0.014133516,0.019256954,-0.003010916,0.01,224.41,255.3865318,268.0541015,157.28
2016-04-11,0.013280212,0.005954258,0.02427686,0.065403633,0.013321345,0.002883289,0.051878295,0.012227539,0.040885221,0.007794765,0.021683015,-0.00623557,-0.00806702,0.005307799,0.035154937,0.037423472,0.011387943,-0.016422548,-0.036424504,0.04205939,0.025585731,0.02,225.09,253.5749116,262.4638432,151.88
2016-04-04,0.014141414,0.044883912,-0.002575992,-0.007069139,-0.03251324,-0.01676322,-0.004747774,-0.029912326,-0.00707635,-0.035703138,0.005189414,-0.01679331,0.009198509,-0.016005425,-0.020551928,0.025375774,-0.007768404,0.059238364,0.030404232,0.037757678,-0.010812102,0,219.47,249.5352806,259.6438491,151.98
2016-03-28,0.017123288,-0.027864717,-0.022002015,0.021167174,0.001173079,0.017304075,-0.024319629,-0.008184143,-0.000372301,0.026358066,0.017960909,0.027949035,0.017536364,0.001941222,-0.001041324,0.042204202,-0.020746887,-0.036248301,0.003688822,-0.012258467,0.014810052,0,221.87,249.177598,246.2484472,142.06
2016-03-21,-0.006802721,0.032909382,-0.015053763,-0.049540602,-0.001464246,0.001004142,-0.008326213,-0.001532176,-0.036585366,0.006144947,-0.026735219,0.007870754,0.006170167,-0.000168743,-0.013206996,-0.010305518,-0.008910131,0.038099718,0.020999725,0.004172752,-0.006986823,0,218.63,248.6632573,236.766344,145.48
2016-03-14,0.005471956,-0.023316627,-0.011123834,0.032416852,0.006187508,0.024562757,0.01456452,0.001022495,-0.006414825,0.019116633,0.041778254,0.022159493,0.002713557,0.023139354,0.040236287,0.021234982,0.02601967,-0.022528736,-0.015947866,0.001044277,0.01071604,0.01,220.17,249.4272543,248.0628596,148.26
2016-03-07,0.020237264,0.017968001,0.039979585,-0.041321418,-0.003523312,0.034455235,0.054361176,0.053311793,-0.012667136,-0.003939606,0.015225666,0.021482093,0.005346988,0.013386998,-0.009859626,-0.050579185,-0.058901447,0.058394161,-0.007136474,0.026036644,0.00952193,0.01,217.84,246.9291131,241.8241348,143.88
2016-02-29,0.031677466,0.003897183,-0.008267252,0.019718424,-0.024068767,0.015399163,-0.017797887,0.008143322,-0.006641035,0.036054393,0.033146067,0.018352665,0.009807152,0.015730573,0.040695652,0.068701569,0.07467994,-0.019561069,0.01701066,0.030246164,0.036319478,0.02,215.78,244.8205059,245.1712396,145.37
2016-02-22,-0.003586801,-0.027819865,-0.01413839,-0.005718292,0.070552274,-0.006975184,0.026633695,0.017679558,0.020328103,0.013094431,-0.003359462,0.014749672,-0.035395429,-0.019433586,0.018011425,0.026382153,-0.031013093,0.007692308,-0.022827993,0.042582576,-0.006263482,0,208.22,240.6462041,244.1407081,147.73
2016-02-15,0.035661218,0.018522603,0.022970904,0.014563087,-0.011222444,-0.022166842,0.025079365,0.023176936,0.050187266,0.026893163,0.048737522,0.002389516,0.019174564,0.027581266,0.050254122,-0.09688157,0.021831028,-0.065168539,-0.000553804,0.02950237,0.043669259,0.01,209.53,239.5987014,242.8354505,143.61
2016-02-08,-0.033045977,-0.036438969,-0.058474848,-0.11001059,0.052346058,-0.035425101,-0.069148936,-0.002256063,-0.048806555,-0.0098108,-0.032386364,-0.011952133,-0.024619622,-0.017075962,-0.048803783,-0.102868369,-0.020013762,-0.006696429,0.0016641,-0.055822799,0.006525763,-0.03,200.76,236.9855596,240.5944245,137.69
2016-02-01,-0.04,0.017401643,-0.031947891,0.006469423,-0.072528068,0.049667995,-0.047565384,-0.058917197,-0.044913236,-0.019243932,0.01734104,0.037190085,-0.01754389,0.017008325,-0.033669842,-0.009419274,0.112903205,0.020966272,-0.02032391,0.003930818,-0.042499335,-0.01,199.46,245.1952724,242.2615845,138.02
2016-01-25,0.046931408,-0.036751753,0.023167248,0.063381099,0.124500599,0.04322527,0.031349724,0.010729614,0.019070735,0.03045318,0.045949214,0.035171072,0.002915138,0.04793621,0.039488334,0.071303478,-0.013636386,0.046755725,0.022219753,0.00769579,0.032029392,0.03,208.32,246.5909006,240.1867461,144.92
2016-01-18,-0.02738764,-0.007850377,0.023716699,0.08451567,0.081742888,0.001387347,-0.001159814,0.015803815,0.008744316,-0.008775022,0.02988792,0.011214355,-0.02862049,0.012730343,0.041060419,0.104652234,0.078431355,-0.088695652,-0.038354659,0.032484225,-0.000905165,0.02,201.85,238.6919231,244.3846578,141.96
2016-01-11,-0.036535859,0.041751835,-0.041718555,0.00677258,-0.081983471,0.01463964,-0.057650167,-0.019241048,-0.050166113,0.001406065,-0.01532802,0.007424112,0.01980196,0.000855795,-0.036714138,0.010801751,-0.044496516,-0.031986532,0.014634125,-0.024173318,-0.022383025,-0.02,202.03,234.8691005,252.7303582,147.33
2016-01-04,-0.032722513,0.01076787,-0.019236641,-0.089778115,-0.055572841,-0.004902647,-0.012145803,-0.038540596,-0.083992696,-0.086677406,-0.080090243,-0.007846277,0.032148147,0.012320724,-0.064003647,-0.083703072,-0.066326466,-0.033360456,0.029346094,-0.063634422,-0.044323962,-0.04,206.66,238.7112278,247.1741427,143
2015-12-28,-0.003261579,-0.001953984,0.007847361,-0.003351248,0.027590568,-0.009022765,0.015625,-0.002051282,-0.002731411,0.010379456,-0.022062879,-0.00382833,-0.004556543,-0.000384874,0.003324038,-0.017520329,-0.026259739,0.015702479,-0.014840035,0.000641026,-0.020418122,0,216.24,247.8565264,250.728222,149.04
2015-12-21,0.032323232,-0.011481908,0.003551575,0.067620853,0.004511763,0.035057471,-0.019091101,-0.004085802,0.030331457,0.018163833,0.037185355,0.003682325,0.00554081,0.017823915,0.005856745,0.070345446,0.038319802,-0.017059301,0.002424253,0.01717018,0.017553474,0.02,220.75,248.2377584,254.1286134,150.2
2015-12-14,0.034843206,0.024291041,-0.002771789,0.024184567,0.022068511,0.025943396,-0.019509676,0.009798865,0.009788443,0.000660981,-0.016872891,0.066052227,-0.000745315,0.048249623,0.014778549,0.037033591,-0.025843546,-0.060305344,0.009454927,0.033584185,-0.00606208,0.01,216.94,244.1099699,256.8724822,151.5
2015-12-07,-0.004854369,0.096540941,-0.015613157,-0.067433585,-0.07410796,0.011933174,0.000263766,-0.046705998,-0.00845335,-0.007543496,-0.050720769,-0.029163182,0.01920777,-0.007438313,-0.054208305,-0.090701413,-0.060053942,0.005758157,0.095806934,-0.007026545,-0.026157964,-0.01,218.27,241.2787621,254.5045628,151.1
2015-11-30,-0.012328767,0.01121265,-0.010351035,-0.026718422,-0.010561255,-0.006961932,-0.024942196,-0.020702937,-0.019644014,0.00428195,0.00267666,0.007848964,0.096893225,-0.012378021,-0.040165375,0.081434715,-0.002020222,-0.047531993,0.020271072,-0.063211786,-0.001629192,0,224.13,244.8848586,257.7848977,153.88
